t1,ch1,t2,ch2
-27.598896,3.359655532836914,-27.598895875,0.0
-27.398904,3.349701919555664,-27.398903875000002,-0.014945526123046875
-27.198912,3.3447251129150395,-27.198911875,-0.00996368408203125
-26.998920000000002,3.354678726196289,-26.998919875000002,-0.00996368408203125
-26.798928,3.349701919555664,-26.798927875,-0.004981842041015625
-26.598936000000002,3.349701919555664,-26.598935875000002,0.0
-26.398944,3.3447251129150395,-26.398943875,-0.014945526123046875
-26.198952000000002,3.349701919555664,-26.198951875000002,-0.014945526123046875
-25.99896,3.3447251129150395,-25.998959875,-0.00996368408203125
-25.798968000000002,3.3447251129150395,-25.798967875000002,-0.014945526123046875
-25.598976,3.349701919555664,-25.598975875,0.0
-25.398984,3.354678726196289,-25.398983875,0.0
-25.198992,3.349701919555664,-25.198991875,0.0
-24.999,3.349701919555664,-24.998999875,-0.00996368408203125
-24.799008,3.3397483062744144,-24.799007875,-0.00996368408203125
-24.599016,3.3447251129150395,-24.599015875,-0.00996368408203125
-24.399024,3.354678726196289,-24.399023875,-0.00996368408203125
-24.199032,3.3447251129150395,-24.199031875,0.0
-23.99904,3.349701919555664,-23.999039875,-0.00996368408203125
-23.799048,3.349701919555664,-23.799047875,-0.004981842041015625
-23.599056,3.3397483062744144,-23.599055875,-0.004981842041015625
-23.399064,3.3447251129150395,-23.399063875,-0.004981842041015625
-23.199072,3.3447251129150395,-23.199071875,-0.014945526123046875
-22.99908,3.349701919555664,-22.999079875,0.0
-22.799088,3.3447251129150395,-22.799087875,-0.004981842041015625
-22.599096,3.349701919555664,-22.599095875,0.0
-22.399104,3.3447251129150395,-22.399103875,-0.004981842041015625
-22.199112,3.3397483062744144,-22.199111875,0.0
-21.99912,3.3447251129150395,-21.999119875,-0.00996368408203125
-21.799128,3.349701919555664,-21.799127875,0.0
-21.599136,3.3447251129150395,-21.599135875,-0.004981842041015625
-21.399144,3.3447251129150395,-21.399143875,-0.00996368408203125
-21.199152,3.3397483062744144,-21.199151875000002,-0.014945526123046875
-20.99916,3.349701919555664,-20.999159875,-0.004981842041015625
-20.799168,3.3447251129150395,-20.799167875000002,-0.004981842041015625
-20.599176,3.3347714996337894,-20.599175875,-0.004981842041015625
-20.399184,3.3447251129150395,-20.399183875000002,-0.004981842041015625
-20.199192,3.3447251129150395,-20.199191875,-0.004981842041015625
-19.999200000000002,3.3447251129150395,-19.999199875000002,-0.004981842041015625
-19.799208,3.3447251129150395,-19.799207875,-0.00996368408203125
-19.599216000000002,3.3397483062744144,-19.599215875000002,-0.00996368408203125
-19.399224,3.3397483062744144,-19.399223875,-0.004981842041015625
-19.199232000000002,3.3347714996337894,-19.199231875000002,-0.004981842041015625
-18.99924,3.3447251129150395,-18.999239875,-0.004981842041015625
-18.799248,3.3397483062744144,-18.799247875,-0.004981842041015625
-18.599256,3.3397483062744144,-18.599255875,0.0
-18.399264,3.3397483062744144,-18.399263875,-0.004981842041015625
-18.199272,3.3447251129150395,-18.199271875,-0.00996368408203125
-17.99928,3.349701919555664,-17.999279875,0.0
-17.799288,3.3447251129150395,-17.799287875,-0.004981842041015625
-17.599296,3.3397483062744144,-17.599295875,-0.00996368408203125
-17.399304,3.3447251129150395,-17.399303875,-0.004981842041015625
-17.199312,3.3297946929931643,-17.199311875,-0.004981842041015625
-16.99932,3.3397483062744144,-16.999319875,-0.004981842041015625
-16.799328,3.3397483062744144,-16.799327875,-0.00996368408203125
-16.599336,3.3447251129150395,-16.599335875,-0.004981842041015625
-16.399344,3.3397483062744144,-16.399343875,-0.014945526123046875
-16.199352,3.3447251129150395,-16.199351875,-0.004981842041015625
-15.99936,3.349701919555664,-15.999359875,-0.004981842041015625
-15.799368,3.3447251129150395,-15.799367875,0.0
-15.599376,3.3447251129150395,-15.599375875,-0.00996368408203125
-15.399384,3.3397483062744144,-15.399383875,0.004981842041015625
-15.199392,3.3397483062744144,-15.199391875,-0.004981842041015625
-14.9994,3.3397483062744144,-14.999399875,-0.004981842041015625
-14.799408,3.3397483062744144,-14.799407875,-0.004981842041015625
-14.599416,3.3447251129150395,-14.599415875,0.0
-14.399424,3.3447251129150395,-14.399423875,-0.00996368408203125
-14.199432,3.3347714996337894,-14.199431875,-0.004981842041015625
-13.99944,3.3447251129150395,-13.999439875,-0.004981842041015625
-13.799448,3.3397483062744144,-13.799447875,-0.004981842041015625
-13.599456,3.3347714996337894,-13.599455875,-0.004981842041015625
-13.399464,3.3397483062744144,-13.399463875,-0.004981842041015625
-13.199472,3.3297946929931643,-13.199471875,-0.014945526123046875
-12.99948,3.3397483062744144,-12.999479875,0.0
-12.799488,3.3347714996337894,-12.799487875,-0.004981842041015625
-12.599496,3.349701919555664,-12.599495875,0.0
-12.399504,3.3347714996337894,-12.399503875,-0.004981842041015625
-12.199512,3.3347714996337894,-12.199511875,0.004981842041015625
-11.99952,3.3347714996337894,-11.999519875,-0.004981842041015625
-11.799528,3.3397483062744144,-11.799527875,-0.004981842041015625
-11.599536,3.3397483062744144,-11.599535875,-0.00996368408203125
-11.399544,3.3347714996337894,-11.399543875,-0.00996368408203125
-11.199552,3.3347714996337894,-11.199551875000001,-0.004981842041015625
-10.99956,3.3447251129150395,-10.999559875000001,0.0
-10.799568,3.3397483062744144,-10.799567875000001,-0.004981842041015625
-10.599576,3.3397483062744144,-10.599575875000001,-0.00996368408203125
